spatial_unit,year,Number of Permanent Beds per 100 inhabitants,area_km2,arrivals,arrivals_per_100,arrivals_per_km2,avg_nights_per_arrival,avg_nights_per_bed,beds_per_km2,nights,nights_per_100,nights_per_km2,permanent_beds,pop_per_km2,population_census,spatial_level,county_key
Imotski,2024,12.1,58.46,8627.0,94.3,147.6,5.3,41.0,19.0,45381.0,495.8,776.3,1108.0,156.0,9153.0,municipality,imotski
Ivanec,2021,0.6,95.92,3138.0,24.7,32.7,1.7,73.6,0.8,5296.0,41.6,55.2,72.0,132.0,12723.0,municipality,ivanec
Ivanec,2022,0.7,95.92,3532.0,27.8,36.8,1.8,75.4,0.9,6412.0,50.4,66.8,85.0,132.0,12723.0,municipality,ivanec
Ivanec,2023,0.8,95.92,3176.0,25.0,33.1,2.0,59.6,1.1,6256.0,49.2,65.2,105.0,132.0,12723.0,municipality,ivanec
Ivanec,2024,1.2,95.92,2788.0,21.9,29.1,2.1,38.2,1.6,5767.0,45.3,60.1,151.0,132.0,12723.0,municipality,ivanec
Ivanić-Grad,2021,1.8,173.48,7634.0,58.8,44.0,3.3,107.0,1.4,25150.0,193.7,145.0,235.0,74.0,12982.0,municipality,ivanic grad
Ivanić-Grad,2022,2.8,173.48,10426.0,80.3,60.1,2.8,81.1,2.1,29120.0,224.3,167.9,359.0,74.0,12982.0,municipality,ivanic grad
Ivanić-Grad,2023,2.9,173.48,9940.0,76.6,57.3,3.4,90.3,2.1,33495.0,258.0,193.1,371.0,74.0,12982.0,municipality,ivanic grad
Ivanić-Grad,2024,2.9,173.48,10096.0,77.8,58.2,3.4,92.0,2.2,34311.0,264.3,197.8,373.0,74.0,12982.0,municipality,ivanic grad
Ivankovo,2021,0.2,103.65,,,,,,0.1,,,,10.0,63.0,6543.0,municipality,ivankovo
Ivankovo,2022,0.2,103.65,,,,,,0.1,,,,10.0,63.0,6543.0,municipality,ivankovo
Ivankovo,2023,0.2,103.65,,,,,,0.1,,,,10.0,63.0,6543.0,municipality,ivankovo
Ivankovo,2024,0.2,103.65,,,,,,0.1,,,,14.0,63.0,6543.0,municipality,ivankovo
Ivanska,2021,0.2,132.13,,,,,,0.0,,,,4.0,17.0,2256.0,municipality,ivanska
Ivanska,2022,0.4,132.13,,,,,,0.1,,,,8.0,17.0,2256.0,municipality,ivanska
Ivanska,2023,0.6,132.13,,,,,,0.1,,,,14.0,17.0,2256.0,municipality,ivanska
Ivanska,2024,0.6,132.13,143.0,6.3,1.1,5.5,55.7,0.1,780.0,34.6,5.9,14.0,17.0,2256.0,municipality,ivanska
Jagodnjak,2021,,102.48,,,,,,,,,,,14.0,1500.0,municipality,jagodnjak
Jagodnjak,2022,,102.48,,,,,,,,,,,14.0,1500.0,municipality,jagodnjak
Jagodnjak,2023,,102.48,,,,,,,,,,,14.0,1500.0,municipality,jagodnjak
Jagodnjak,2024,,102.48,,,,,,,,,,,14.0,1500.0,municipality,jagodnjak
Jakovlje,2021,0.1,35.58,,,,,,0.1,,,,4.0,106.0,3797.0,municipality,jakovlje
Jakovlje,2022,0.7,35.58,113.0,3.0,3.2,3.2,14.3,0.7,357.0,9.4,10.0,25.0,106.0,3797.0,municipality,jakovlje
Jakovlje,2023,0.6,35.58,228.0,6.0,6.4,2.9,28.7,0.6,660.0,17.4,18.5,23.0,106.0,3797.0,municipality,jakovlje
Jakovlje,2024,0.9,35.58,310.0,8.2,8.7,4.2,38.4,1.0,1304.0,34.3,36.6,34.0,106.0,3797.0,municipality,jakovlje
Jakšić,2021,,43.42,,,,,,,,,,,77.0,3371.0,municipality,jaksic
Jakšić,2022,,43.42,,,,,,,,,,,77.0,3371.0,municipality,jaksic
Jakšić,2023,,43.42,,,,,,,,,,,77.0,3371.0,municipality,jaksic
Jakšić,2024,0.2,43.42,,,,,,0.2,,,,8.0,77.0,3371.0,municipality,jaksic
Jalžabet,2021,1.7,37.99,433.0,13.6,11.4,4.2,34.4,1.4,1822.0,57.2,48.0,53.0,83.0,3183.0,municipality,jalzabet
Jalžabet,2022,1.8,37.99,736.0,23.1,19.4,4.2,55.0,1.5,3082.0,96.8,81.1,56.0,83.0,3183.0,municipality,jalzabet
Jalžabet,2023,1.8,37.99,1095.0,34.4,28.8,3.5,65.7,1.5,3809.0,119.7,100.3,58.0,83.0,3183.0,municipality,jalzabet
Jalžabet,2024,2.2,37.99,1517.0,47.7,39.9,2.7,59.7,1.8,4117.0,129.3,108.4,69.0,83.0,3183.0,municipality,jalzabet
Janjina,2021,161.7,30.1,6166.0,1181.2,204.9,8.4,61.5,28.0,51937.0,9949.6,1725.5,844.0,17.0,522.0,municipality,janjina
Janjina,2022,161.7,30.1,7267.0,1392.1,241.4,7.9,67.9,28.0,57320.0,10980.8,1904.3,844.0,17.0,522.0,municipality,janjina
Janjina,2023,178.2,30.1,8372.0,1603.8,278.1,7.5,67.3,30.9,62564.0,11985.4,2078.5,930.0,17.0,522.0,municipality,janjina
Janjina,2024,182.6,30.1,8339.0,1597.5,277.0,7.5,65.9,31.7,62763.0,12023.6,2085.1,953.0,17.0,522.0,municipality,janjina
Jarmina,2021,,12.95,,,,,,,,,,,155.0,2016.0,municipality,jarmina
Jarmina,2022,,12.95,,,,,,,,,,,155.0,2016.0,municipality,jarmina
Jarmina,2023,,12.95,,,,,,,,,,,155.0,2016.0,municipality,jarmina
Jarmina,2024,,12.95,,,,,,,,,,,155.0,2016.0,municipality,jarmina
Jasenice,2021,131.9,121.63,11490.0,852.4,94.5,7.6,49.0,14.6,87054.0,6458.0,715.7,1778.0,11.0,1348.0,municipality,jasenice
Jasenice,2022,138.4,121.63,,,,,,15.3,,,,1866.0,11.0,1348.0,municipality,jasenice
Jasenice,2023,143.0,121.63,15569.0,1155.0,128.0,7.2,57.9,15.9,111593.0,8278.4,917.5,1928.0,11.0,1348.0,municipality,jasenice
Jasenice,2024,152.5,121.63,15766.0,1169.6,129.6,7.0,53.6,16.9,110302.0,8182.6,906.9,2056.0,11.0,1348.0,municipality,jasenice
Jasenovac,2021,1.9,163.93,,,,,,0.2,,,,29.0,9.0,1559.0,municipality,jasenovac
Jasenovac,2022,2.6,163.93,,,,,,0.2,,,,40.0,9.0,1559.0,municipality,jasenovac
Jasenovac,2023,3.0,163.93,,,,,,0.3,,,,46.0,9.0,1559.0,municipality,jasenovac
Jasenovac,2024,2.6,163.93,,,,,,0.3,,,,41.0,9.0,1559.0,municipality,jasenovac
Jastrebarsko,2021,3.5,226.44,12408.0,85.2,54.8,1.5,37.2,2.2,18837.0,129.4,83.2,506.0,64.0,14562.0,municipality,jastrebarsko
Jastrebarsko,2022,3.7,226.44,21740.0,149.3,96.0,1.5,61.9,2.4,33161.0,227.7,146.4,536.0,64.0,14562.0,municipality,jastrebarsko
Jastrebarsko,2023,4.1,226.44,29905.0,205.4,132.1,1.5,72.9,2.7,43816.0,300.9,193.5,601.0,64.0,14562.0,municipality,jastrebarsko
Jastrebarsko,2024,7.8,226.44,33366.0,229.1,147.4,1.5,44.3,5.0,50203.0,344.8,221.7,1134.0,64.0,14562.0,municipality,jastrebarsko
Jelenje,2021,3.1,109.08,1997.0,39.2,18.3,3.6,45.8,1.4,7148.0,140.3,65.5,156.0,46.0,5096.0,municipality,jelenje
Jelenje,2022,3.4,109.08,2201.0,43.2,20.2,3.8,48.4,1.6,8377.0,164.4,76.8,173.0,46.0,5096.0,municipality,jelenje
Jelenje,2023,3.6,109.08,2606.0,51.1,23.9,3.7,52.1,1.7,9534.0,187.1,87.4,183.0,46.0,5096.0,municipality,jelenje
Jelenje,2024,3.2,109.08,,,,,,1.5,,,,165.0,46.0,5096.0,municipality,jelenje
Jelsa,2021,242.4,139.7,64618.0,1845.7,462.5,7.8,59.4,60.8,504370.0,14406.5,3610.4,8487.0,25.0,3501.0,municipality,jelsa
Jelsa,2022,238.4,139.7,78706.0,2248.1,563.4,7.3,69.3,59.7,578403.0,16521.1,4140.3,8345.0,25.0,3501.0,municipality,jelsa
Jelsa,2023,237.6,139.7,80436.0,2297.5,575.8,7.3,70.5,59.5,586407.0,16749.7,4197.6,8318.0,25.0,3501.0,municipality,jelsa
Jelsa,2024,232.2,139.7,76228.0,2177.3,545.7,7.2,67.1,58.2,545744.0,15588.2,3906.5,8130.0,25.0,3501.0,municipality,jelsa
Jesenje,2021,0.7,24.47,,,,,,0.4,,,,10.0,56.0,1371.0,municipality,jesenje
Jesenje,2022,0.7,24.47,,,,,,0.4,,,,10.0,56.0,1371.0,municipality,jesenje
Jesenje,2023,0.4,24.47,,,,,,0.2,,,,6.0,56.0,1371.0,municipality,jesenje
Jesenje,2024,0.9,24.47,,,,,,0.5,,,,12.0,56.0,1371.0,municipality,jesenje
Josipdol,2021,3.2,167.21,2890.0,84.5,17.3,1.5,39.2,0.7,4307.0,126.0,25.8,110.0,20.0,3419.0,municipality,josipdol
Josipdol,2022,3.7,167.21,3763.0,110.1,22.5,1.6,47.9,0.7,5993.0,175.3,35.8,125.0,20.0,3419.0,municipality,josipdol
Josipdol,2023,4.2,167.21,5563.0,162.7,33.3,1.6,60.5,0.9,8775.0,256.7,52.5,145.0,20.0,3419.0,municipality,josipdol
Josipdol,2024,5.1,167.21,5531.0,161.8,33.1,1.5,49.0,1.0,8532.0,249.5,51.0,174.0,20.0,3419.0,municipality,josipdol
Kali,2021,41.6,9.45,4188.0,264.2,443.2,8.2,52.4,69.7,34518.0,2177.8,3652.7,659.0,167.0,1585.0,municipality,kali
Kali,2022,42.8,9.45,5391.0,340.1,570.5,7.7,61.1,71.7,41412.0,2612.7,4382.2,678.0,167.0,1585.0,municipality,kali
Kali,2023,44.1,9.45,5144.0,324.5,544.3,7.8,57.6,74.0,40268.0,2540.6,4261.2,699.0,167.0,1585.0,municipality,kali
Kali,2024,43.5,9.45,5302.0,334.5,561.1,7.5,57.8,72.9,39821.0,2512.4,4213.9,689.0,167.0,1585.0,municipality,kali
Kalinovac,2021,,35.32,,,,,,,,,,,36.0,1297.0,municipality,kalinovac
Kalinovac,2022,,35.32,,,,,,,,,,,36.0,1297.0,municipality,kalinovac
Kalinovac,2023,,35.32,,,,,,,,,,,36.0,1297.0,municipality,kalinovac
Kalinovac,2024,,35.32,,,,,,,,,,,36.0,1297.0,municipality,kalinovac
Kalnik,2021,3.9,26.66,409.0,35.4,15.3,1.9,17.4,1.7,783.0,67.9,29.4,45.0,43.0,1154.0,municipality,kalnik
Kalnik,2022,4.3,26.66,534.0,46.3,20.0,3.2,34.5,1.9,1727.0,149.7,64.8,50.0,43.0,1154.0,municipality,kalnik
Kalnik,2023,2.3,26.66,517.0,44.8,19.4,4.3,82.3,1.0,2223.0,192.6,83.4,27.0,43.0,1154.0,municipality,kalnik
Kalnik,2024,2.1,26.66,476.0,41.2,17.9,4.0,79.8,0.9,1914.0,165.9,71.8,24.0,43.0,1154.0,municipality,kalnik
Kamanje,2021,2.3,14.64,159.0,19.2,10.9,4.9,41.2,1.3,782.0,94.6,53.4,19.0,56.0,827.0,municipality,kamanje
Kamanje,2022,2.3,14.64,154.0,18.6,10.5,4.4,35.3,1.3,670.0,81.0,45.8,19.0,56.0,827.0,municipality,kamanje
Kamanje,2023,1.9,14.64,,,,,,1.1,,,,16.0,56.0,827.0,municipality,kamanje
Kamanje,2024,2.3,14.64,123.0,14.9,8.4,3.7,23.9,1.3,455.0,55.0,31.1,19.0,56.0,827.0,municipality,kamanje
Kanfanar,2021,67.4,59.89,7453.0,497.5,124.4,8.0,59.3,16.9,59846.0,3995.1,999.3,1010.0,25.0,1498.0,municipality,kanfanar
Kanfanar,2022,69.5,59.89,8794.0,587.0,146.8,7.9,66.7,17.4,69425.0,4634.5,1159.2,1041.0,25.0,1498.0,municipality,kanfanar
Kanfanar,2023,76.8,59.89,9279.0,619.4,154.9,7.7,62.2,19.2,71547.0,4776.2,1194.6,1150.0,25.0,1498.0,municipality,kanfanar
Kanfanar,2024,78.2,59.89,9715.0,648.5,162.2,7.3,60.5,19.6,70886.0,4732.0,1183.6,1171.0,25.0,1498.0,municipality,kanfanar
Kapela,2021,0.8,104.32,,,,,,0.2,,,,18.0,22.0,2367.0,municipality,kapela
Kapela,2022,1.3,104.32,598.0,25.3,5.7,2.9,58.5,0.3,1756.0,74.2,16.8,30.0,22.0,2367.0,municipality,kapela
Kapela,2023,1.9,104.32,714.0,30.2,6.8,3.5,57.2,0.4,2516.0,106.3,24.1,44.0,22.0,2367.0,municipality,kapela
Kapela,2024,2.0,104.32,784.0,33.1,7.5,4.0,65.3,0.5,3136.0,132.5,30.1,48.0,22.0,2367.0,municipality,kapela
Kaptol,2021,0.8,85.44,,,,,,0.2,,,,21.0,30.0,2605.0,municipality,kaptol
Kaptol,2022,0.8,85.44,,,,,,0.2,,,,21.0,30.0,2605.0,municipality,kaptol
Kaptol,2023,1.1,85.44,309.0,11.9,3.6,2.1,22.8,0.3,660.0,25.3,7.7,29.0,30.0,2605.0,municipality,kaptol
Kaptol,2024,1.1,85.44,,,,,,0.3,,,,29.0,30.0,2605.0,municipality,kaptol
Karlobag,2021,380.9,280.83,26417.0,3386.8,94.1,6.2,54.9,10.6,163054.0,20904.4,580.6,2971.0,2.0,780.0,municipality,karlobag
Karlobag,2022,371.2,280.83,30529.0,3914.0,108.7,6.2,65.8,10.3,190608.0,24436.9,678.7,2895.0,2.0,780.0,municipality,karlobag
Karlobag,2023,386.9,280.83,30873.0,3958.1,109.9,5.8,59.5,10.7,179553.0,23019.6,639.4,3018.0,2.0,780.0,municipality,karlobag
Karlobag,2024,379.4,280.83,30157.0,3866.3,107.4,5.7,58.5,10.5,173234.0,22209.5,616.9,2959.0,2.0,780.0,municipality,karlobag
Karlovac,2021,2.7,401.11,24518.0,49.7,61.1,1.6,30.5,3.3,40327.0,81.7,100.5,1321.0,123.0,49377.0,municipality,karlovacka
Karlovac,2022,2.9,401.11,38390.0,77.7,95.7,1.6,44.3,3.5,62885.0,127.4,156.8,1421.0,123.0,49377.0,municipality,karlovacka
Karlovac,2023,2.9,401.11,49240.0,99.7,122.8,1.5,52.4,3.6,75543.0,153.0,188.3,1442.0,123.0,49377.0,municipality,karlovacka
Karlovac,2024,3.1,401.11,44291.0,89.7,110.4,1.6,46.3,3.9,71706.0,145.2,178.8,1549.0,123.0,49377.0,municipality,karlovacka
Karojba,2021,21.7,34.68,2673.0,190.4,77.1,8.3,72.6,8.8,22131.0,1576.3,638.1,305.0,40.0,1404.0,municipality,karojba
Karojba,2022,24.6,34.68,,,,,,9.9,,,,345.0,40.0,1404.0,municipality,karojba
Karojba,2023,25.4,34.68,3318.0,236.3,95.7,8.7,80.8,10.3,28769.0,2049.1,829.6,356.0,40.0,1404.0,municipality,karojba
Karojba,2024,25.1,34.68,3218.0,229.2,92.8,8.1,73.8,10.2,26058.0,1856.0,751.4,353.0,40.0,1404.0,municipality,karojba
Kastav,2021,5.7,11.41,6428.0,63.0,563.4,4.5,50.2,50.7,29025.0,284.5,2543.8,578.0,893.0,10202.0,municipality,kastav
Kastav,2022,6.3,11.41,8852.0,86.8,775.8,4.6,63.7,56.6,41118.0,403.0,3603.7,646.0,893.0,10202.0,municipality,kastav
Kastav,2023,7.0,11.41,9549.0,93.6,836.9,4.3,58.2,62.6,41520.0,407.0,3638.9,714.0,893.0,10202.0,municipality,kastav
Kastav,2024,6.9,11.41,9573.0,93.8,839.0,4.2,57.3,61.9,40451.0,396.5,3545.2,706.0,893.0,10202.0,municipality,kastav
Kaštela,2021,23.6,57.63,71538.0,189.3,1241.3,6.6,52.8,155.1,472249.0,1249.5,8194.5,8937.0,655.0,37794.0,municipality,kastela
Kaštela,2022,26.6,57.63,104774.0,277.2,1818.0,6.0,62.5,174.5,628560.0,1663.1,10906.8,10057.0,655.0,37794.0,municipality,kastela
Kaštela,2023,29.6,57.63,117807.0,311.7,2044.2,5.5,57.7,194.2,645600.0,1708.2,11202.5,11190.0,655.0,37794.0,municipality,kastela
Kaštela,2024,31.7,57.63,129525.0,342.7,2247.5,5.4,57.8,208.1,692959.0,1833.5,12024.3,11991.0,655.0,37794.0,municipality,kastela
Kaštelir - Labinci - Castelliere-S. Domenica,2021,86.9,35.21,8534.0,571.6,242.4,8.4,55.5,36.8,72047.0,4825.7,2046.2,1297.0,42.0,1493.0,municipality,kastelir labinci castelliere s domenica
Kaštelir - Labinci - Castelliere-S. Domenica,2022,89.1,35.21,10799.0,723.3,306.7,8.4,68.6,37.8,91238.0,6111.1,2591.3,1330.0,42.0,1493.0,municipality,kastelir labinci castelliere s domenica
Kaštelir - Labinci - Castelliere-S. Domenica,2023,94.6,35.21,10965.0,734.4,311.4,8.2,63.4,40.1,89539.0,5997.3,2543.0,1412.0,42.0,1493.0,municipality,kastelir labinci castelliere s domenica
Kaštelir - Labinci - Castelliere-S. Domenica,2024,98.7,35.21,10747.0,719.8,305.2,8.1,59.0,41.8,86839.0,5816.4,2466.3,1473.0,42.0,1493.0,municipality,kastelir labinci castelliere s domenica
Kijevo,2021,9.6,76.85,375.0,137.9,4.9,3.7,54.1,0.3,1406.0,516.9,18.3,26.0,3.0,272.0,municipality,kijevo
Kijevo,2022,9.6,76.85,513.0,188.6,6.7,3.0,60.2,0.3,1564.0,575.0,20.4,26.0,3.0,272.0,municipality,kijevo
Kijevo,2023,11.8,76.85,481.0,176.8,6.3,3.7,54.9,0.4,1758.0,646.3,22.9,32.0,3.0,272.0,municipality,kijevo
Kijevo,2024,11.4,76.85,774.0,284.6,10.1,2.7,66.3,0.4,2054.0,755.1,26.7,31.0,3.0,272.0,municipality,kijevo
Kistanje,2021,1.3,242.97,211.0,8.0,0.9,10.1,60.6,0.1,2122.0,80.1,8.7,35.0,10.0,2650.0,municipality,kistanje
Kistanje,2022,1.3,242.97,245.0,9.2,1.0,7.6,53.3,0.1,1867.0,70.5,7.7,35.0,10.0,2650.0,municipality,kistanje
Kistanje,2023,1.2,242.97,381.0,14.4,1.6,4.7,58.0,0.1,1798.0,67.8,7.4,31.0,10.0,2650.0,municipality,kistanje
Kistanje,2024,1.3,242.97,,,,,,0.1,,,,35.0,10.0,2650.0,municipality,kistanje
Klakar,2021,,53.53,,,,,,,,,,,37.0,2020.0,municipality,klakar
Klakar,2022,,53.53,,,,,,,,,,,37.0,2020.0,municipality,klakar
Klakar,2023,,53.53,,,,,,,,,,,37.0,2020.0,municipality,klakar
Klakar,2024,,53.53,,,,,,,,,,,37.0,2020.0,municipality,klakar
Klana,2021,1.1,94.33,207.0,11.2,2.2,5.9,58.3,0.2,1225.0,66.4,13.0,21.0,19.0,1845.0,municipality,klana
Klana,2022,1.4,94.33,259.0,14.0,2.7,6.0,61.8,0.3,1544.0,83.7,16.4,25.0,19.0,1845.0,municipality,klana
Klana,2023,1.9,94.33,313.0,17.0,3.3,5.6,50.1,0.4,1753.0,95.0,18.6,35.0,19.0,1845.0,municipality,klana
Klana,2024,1.8,94.33,,,,,,0.3,,,,33.0,19.0,1845.0,municipality,klana
Klanjec,2021,1.6,25.62,410.0,16.1,16.0,2.4,23.6,1.6,993.0,39.0,38.8,42.0,99.0,2548.0,municipality,klanjec
Klanjec,2022,1.6,25.62,471.0,18.5,18.4,2.3,25.9,1.6,1087.0,42.7,42.4,42.0,99.0,2548.0,municipality,klanjec
Klanjec,2023,1.6,25.62,457.0,17.9,17.8,2.3,26.5,1.6,1060.0,41.6,41.4,40.0,99.0,2548.0,municipality,klanjec
Klanjec,2024,2.1,25.62,725.0,28.5,28.3,2.1,27.6,2.1,1492.0,58.6,58.2,54.0,99.0,2548.0,municipality,klanjec
Klenovnik,2021,0.7,25.74,,,,,,0.5,,,,12.0,69.0,1793.0,municipality,klenovnik
Klenovnik,2022,1.0,25.74,226.0,12.6,8.8,3.6,45.1,0.7,811.0,45.2,31.5,18.0,69.0,1793.0,municipality,klenovnik
Klenovnik,2023,0.5,25.74,,,,,,0.3,,,,9.0,69.0,1793.0,municipality,klenovnik
Klenovnik,2024,0.6,25.74,414.0,23.1,16.1,3.0,114.4,0.4,1258.0,70.2,48.9,11.0,69.0,1793.0,municipality,klenovnik
Klinča Sela,2021,0.5,77.02,301.0,6.0,3.9,2.0,24.6,0.3,590.0,11.7,7.7,24.0,65.0,5044.0,municipality,klinca sela
Klinča Sela,2022,0.5,77.02,588.0,11.7,7.6,1.9,41.5,0.4,1120.0,22.2,14.5,27.0,65.0,5044.0,municipality,klinca sela
Klinča Sela,2023,0.5,77.02,441.0,8.7,5.7,2.1,39.5,0.3,909.0,18.0,11.8,23.0,65.0,5044.0,municipality,klinca sela
Klinča Sela,2024,0.5,77.02,246.0,4.9,3.2,2.5,24.8,0.3,619.0,12.3,8.0,25.0,65.0,5044.0,municipality,klinca sela
Klis,2021,7.9,149.07,3510.0,67.2,23.5,5.9,50.6,2.8,20845.0,398.9,139.8,412.0,35.0,5226.0,municipality,klis
Klis,2022,8.9,149.07,4509.0,86.3,30.2,6.0,57.6,3.1,26847.0,513.7,180.1,466.0,35.0,5226.0,municipality,klis
Klis,2023,9.0,149.07,4425.0,84.7,29.7,5.9,55.8,3.1,26162.0,500.6,175.5,469.0,35.0,5226.0,municipality,klis
Klis,2024,9.8,149.07,4386.0,83.9,29.4,5.9,50.6,3.4,25843.0,494.5,173.4,511.0,35.0,5226.0,municipality,klis
Kloštar Ivanić,2021,0.1,77.49,,,,,,0.1,,,,5.0,71.0,5523.0,municipality,klostar ivanic
Kloštar Ivanić,2022,0.3,77.49,143.0,2.6,1.8,4.4,33.4,0.2,635.0,11.5,8.2,19.0,71.0,5523.0,municipality,klostar ivanic
Kloštar Ivanić,2023,0.4,77.49,199.0,3.6,2.6,7.0,60.3,0.3,1386.0,25.1,17.9,23.0,71.0,5523.0,municipality,klostar ivanic
Kloštar Ivanić,2024,0.4,77.49,197.0,3.6,2.5,5.4,46.6,0.3,1072.0,19.4,13.8,23.0,71.0,5523.0,municipality,klostar ivanic
Kloštar Podravski,2021,0.8,51.27,,,,,,0.4,,,,21.0,53.0,2749.0,municipality,klostar podravski
Kloštar Podravski,2022,0.3,51.27,,,,,,0.2,,,,8.0,53.0,2749.0,municipality,klostar podravski
Kloštar Podravski,2023,0.4,51.27,,,,,,0.2,,,,12.0,53.0,2749.0,municipality,klostar podravski
Kloštar Podravski,2024,0.3,51.27,,,,,,0.2,,,,8.0,53.0,2749.0,municipality,klostar podravski
Kneževi Vinogradi,2021,8.4,249.61,4763.0,141.9,19.1,1.8,30.3,1.1,8504.0,253.3,34.1,281.0,13.0,3357.0,municipality,knezevi vinogradi
Kneževi Vinogradi,2022,9.3,249.61,6561.0,195.4,26.3,1.6,34.3,1.2,10712.0,319.1,42.9,312.0,13.0,3357.0,municipality,knezevi vinogradi
Kneževi Vinogradi,2023,10.5,249.61,6406.0,190.8,25.7,1.7,31.0,1.4,10970.0,326.8,43.9,354.0,13.0,3357.0,municipality,knezevi vinogradi
Kneževi Vinogradi,2024,11.3,249.61,7932.0,236.3,31.8,1.6,34.4,1.5,13028.0,388.1,52.2,379.0,13.0,3357.0,municipality,knezevi vinogradi
Knin,2021,1.3,355.01,1819.0,15.6,5.1,2.1,24.6,0.4,3770.0,32.4,10.6,153.0,32.0,11633.0,municipality,knin
Knin,2022,2.0,355.01,2462.0,21.2,6.9,2.1,21.8,0.7,5109.0,43.9,14.4,234.0,32.0,11633.0,municipality,knin
Knin,2023,1.9,355.01,3886.0,33.4,10.9,1.8,31.1,0.6,7018.0,60.3,19.8,226.0,32.0,11633.0,municipality,knin
Knin,2024,2.5,355.01,5620.0,48.3,15.8,1.6,32.3,0.8,9228.0,79.3,26.0,286.0,32.0,11633.0,municipality,knin
Kolan,2021,514.7,28.84,28633.0,3513.3,992.8,7.4,50.7,145.5,212589.0,26084.5,7371.3,4195.0,28.0,815.0,municipality,kolan
Kolan,2022,508.6,28.84,38665.0,4744.2,1340.7,7.0,65.1,143.7,269779.0,33101.7,9354.3,4145.0,28.0,815.0,municipality,kolan
Kolan,2023,501.8,28.84,40192.0,4931.5,1393.6,6.7,65.5,141.8,267966.0,32879.3,9291.5,4090.0,28.0,815.0,municipality,kolan
Kolan,2024,514.5,28.84,36939.0,4532.4,1280.8,6.8,59.8,145.4,250572.0,30745.0,8688.3,4193.0,28.0,815.0,municipality,kolan
Komiža,2021,103.5,48.3,15034.0,1078.5,311.3,6.2,64.4,29.9,92952.0,6668.0,1924.5,1443.0,28.0,1394.0,municipality,komiza
Komiža,2022,141.0,48.3,17020.0,1220.9,352.4,6.0,52.3,40.7,102710.0,7368.0,2126.5,1965.0,28.0,1394.0,municipality,komiza
Komiža,2023,106.1,48.3,16707.0,1198.5,345.9,6.0,67.3,30.6,99609.0,7145.6,2062.3,1479.0,28.0,1394.0,municipality,komiza
Komiža,2024,142.1,48.3,16972.0,1217.5,351.4,5.9,50.8,41.0,100718.0,7225.1,2085.3,1981.0,28.0,1394.0,municipality,komiza
Konavle,2021,63.7,210.13,60199.0,699.4,286.5,5.4,59.1,26.1,324136.0,3766.0,1542.5,5486.0,40.0,8607.0,municipality,konavle
Konavle,2022,75.6,210.13,125100.0,1453.5,595.3,5.1,98.2,31.0,639249.0,7427.1,3042.2,6508.0,40.0,8607.0,municipality,konavle
Konavle,2023,77.0,210.13,161335.0,1874.5,767.8,4.5,109.3,31.5,724222.0,8414.3,3446.5,6628.0,40.0,8607.0,municipality,konavle
Konavle,2024,79.3,210.13,176443.0,2050.0,839.7,4.6,118.8,32.5,811120.0,9424.0,3860.1,6827.0,40.0,8607.0,municipality,konavle
Konjščina,2021,0.5,44.29,,,,,,0.4,,,,18.0,74.0,3308.0,municipality,konjscina
Konjščina,2022,0.9,44.29,465.0,14.1,10.5,2.3,36.3,0.7,1053.0,31.8,23.8,29.0,74.0,3308.0,municipality,konjscina
Konjščina,2023,1.1,44.29,292.0,8.8,6.6,4.0,31.6,0.8,1168.0,35.3,26.4,37.0,74.0,3308.0,municipality,konjscina
Konjščina,2024,1.5,44.29,466.0,14.1,10.5,3.8,34.8,1.2,1773.0,53.6,40.0,51.0,74.0,3308.0,municipality,konjscina
Končanica,2021,0.2,83.98,,,,,,0.0,,,,3.0,21.0,1805.0,municipality,koncanica
Končanica,2022,0.4,83.98,,,,,,0.1,,,,8.0,21.0,1805.0,municipality,koncanica
Končanica,2023,0.4,83.98,,,,,,0.1,,,,8.0,21.0,1805.0,municipality,koncanica
Končanica,2024,0.7,83.98,,,,,,0.1,,,,12.0,21.0,1805.0,municipality,koncanica
Koprivnica,2021,0.9,91.84,5736.0,20.1,62.5,1.7,39.2,2.8,9994.0,35.0,108.8,255.0,311.0,28580.0,municipality,koprivnica
Koprivnica,2022,1.0,91.84,7951.0,27.8,86.6,1.8,48.2,3.2,14113.0,49.4,153.7,293.0,311.0,28580.0,municipality,koprivnica
Koprivnica,2023,1.2,91.84,7494.0,26.2,81.6,2.2,50.5,3.6,16659.0,58.3,181.4,330.0,311.0,28580.0,municipality,koprivnica
Koprivnica,2024,1.4,91.84,6012.0,21.0,65.5,2.1,31.6,4.4,12867.0,45.0,140.1,407.0,311.0,28580.0,municipality,koprivnica
Koprivnički Bregi,2021,,33.54,,,,,,,,,,,58.0,1968.0,municipality,koprivnicki bregi
Koprivnički Bregi,2022,,33.54,,,,,,,,,,,58.0,1968.0,municipality,koprivnicki bregi
Koprivnički Bregi,2023,,33.54,,,,,,,,,,,58.0,1968.0,municipality,koprivnicki bregi
Koprivnički Bregi,2024,0.7,33.54,,,,,,0.4,,,,14.0,58.0,1968.0,municipality,koprivnicki bregi
Koprivnički Ivanec,2021,,33.04,,,,,,,,,,,54.0,1798.0,municipality,koprivnicki ivanec
Koprivnički Ivanec,2022,,33.04,,,,,,,,,,,54.0,1798.0,municipality,koprivnicki ivanec
